user_id,item_id,item_name,category,price,datetime,time_of_day,day_of_week,rating,calories,spicy_level,popularity_score,purchase_count,last_purchased_days_ago,user_age_group,user_gender,user_avg_spend,combo_preference,hour,date
U167,13,11,4,0.41666666666666663,2024-09-10 09:14:00,0,5,3,0.3571428571428572,0,0.15999999999999992,0.47368421052631576,0.2,0,0,0.26666666666666666,2,9,2024-09-10
U116,2,20,5,0.0,2024-04-12 14:25:00,1,0,3,0.2380952380952381,2,0.43999999999999995,1.0,0.06666666666666667,1,0,0.45,1,14,2024-04-12
U199,15,22,1,0.41666666666666663,2024-03-12 16:23:00,2,5,3,0.4761904761904763,0,0.1200000000000001,0.894736842105263,0.4666666666666667,0,0,0.7333333333333334,3,16,2024-03-12
U193,1,4,5,0.08333333333333331,2025-06-16 15:20:00,2,1,4,0.16666666666666666,1,0.0,0.6842105263157894,1.0,1,1,0.5333333333333334,3,15,2025-06-16
U187,15,22,1,0.41666666666666663,2025-05-17 17:32:00,2,2,5,0.4761904761904763,0,0.78,0.15789473684210525,0.4,0,0,0.8166666666666667,4,17,2025-05-17
U177,8,8,0,0.08333333333333331,2024-12-23 13:14:00,1,1,4,0.1904761904761905,1,0.8400000000000001,0.5263157894736843,0.9333333333333333,0,1,0.38333333333333336,3,13,2024-12-23
U125,4,13,5,0.5,2024-09-25 16:49:00,2,6,4,0.45238095238095244,2,0.24,0.5263157894736843,0.6666666666666666,0,0,0.48333333333333334,1,16,2024-09-25
U160,6,17,5,0.5833333333333334,2024-07-04 14:17:00,1,4,5,0.5714285714285715,2,0.43999999999999995,0.894736842105263,0.3333333333333333,0,1,0.5333333333333334,5,14,2024-07-04
U188,24,18,6,0.41666666666666663,2025-10-12 10:27:00,0,3,5,0.761904761904762,0,0.72,0.6842105263157894,0.5333333333333333,0,0,0.21666666666666673,1,10,2025-10-12
U146,21,5,6,0.5833333333333334,2024-04-08 12:52:00,1,1,5,1.0000000000000002,0,0.56,0.47368421052631576,0.8666666666666667,0,0,0.8333333333333335,3,12,2024-04-08
U185,6,17,5,0.5833333333333334,2024-04-04 09:20:00,0,4,4,0.5714285714285715,2,0.6400000000000001,0.0,0.5333333333333333,1,0,0.75,2,9,2024-04-04
U136,10,7,0,0.25,2025-05-07 15:40:00,2,6,4,0.047619047619047616,1,0.1200000000000001,0.9473684210526316,0.5333333333333333,2,1,0.6666666666666667,0,15,2025-05-07
U121,11,16,0,0.5833333333333334,2024-03-21 10:01:00,0,4,5,0.33333333333333337,1,0.3400000000000001,0.5263157894736843,0.0,2,0,0.8666666666666667,5,10,2024-03-21
U170,9,14,0,0.16666666666666669,2025-07-19 10:02:00,0,2,3,0.2857142857142857,1,0.8600000000000001,0.5789473684210527,0.26666666666666666,0,1,0.9666666666666668,2,10,2025-07-19
U147,23,6,6,0.6666666666666666,2025-10-08 15:09:00,2,6,4,0.9285714285714286,2,0.5800000000000001,0.8421052631578947,0.7333333333333333,1,0,0.9833333333333334,1,15,2025-10-08
U198,19,21,2,0.9166666666666667,2025-08-28 09:43:00,0,4,4,0.7142857142857144,0,0.19999999999999996,0.5789473684210527,0.2,1,1,0.04999999999999999,2,9,2025-08-28
U110,21,5,6,0.5833333333333334,2024-08-17 08:36:00,0,2,5,1.0000000000000002,0,0.7,0.3684210526315789,0.13333333333333333,1,1,0.0,3,8,2024-08-17
U128,16,12,1,0.5,2024-05-01 10:31:00,0,6,5,0.5238095238095238,2,0.14000000000000012,0.6842105263157894,0.0,0,1,0.06666666666666671,0,10,2024-05-01
U177,23,6,6,0.6666666666666666,2025-03-05 15:28:00,2,6,4,0.9285714285714286,2,0.52,0.2631578947368421,1.0,1,0,0.7,5,15,2025-03-05
U132,18,3,2,0.8333333333333333,2024-08-31 10:47:00,0,2,4,0.761904761904762,1,0.06000000000000005,0.21052631578947367,0.3333333333333333,1,1,0.7833333333333334,1,10,2024-08-31
U151,8,8,0,0.08333333333333331,2024-06-25 12:21:00,1,5,4,0.1904761904761905,1,0.19999999999999996,0.8421052631578947,0.06666666666666667,0,0,0.016666666666666663,2,12,2024-06-25
U129,18,3,2,0.8333333333333333,2024-06-24 09:02:00,0,1,5,0.761904761904762,1,0.21999999999999997,0.894736842105263,0.2,0,1,0.25000000000000006,5,9,2024-06-24
U181,16,12,1,0.5,2025-08-12 14:01:00,1,5,5,0.5238095238095238,2,0.8200000000000001,0.5789473684210527,0.0,0,0,0.4166666666666667,4,14,2025-08-12
U170,9,14,0,0.16666666666666669,2024-09-26 10:04:00,0,4,5,0.2857142857142857,1,0.98,0.47368421052631576,0.6,1,1,1.0,0,10,2024-09-26
U143,5,15,5,0.33333333333333337,2025-04-25 10:39:00,0,0,4,0.5238095238095238,0,0.7,0.3157894736842105,0.0,1,1,0.9333333333333333,2,10,2025-04-25
U187,14,0,4,0.15000000000000002,2025-02-04 13:17:00,1,5,4,0.261904761904762,1,0.94,0.05263157894736842,0.8,0,0,0.7666666666666668,5,13,2025-02-04
U170,17,10,1,0.5833333333333334,2024-02-02 14:13:00,1,0,3,0.6428571428571429,0,0.56,0.05263157894736842,0.13333333333333333,2,0,0.6000000000000001,1,14,2024-02-02
U149,10,7,0,0.25,2024-02-28 16:23:00,2,6,4,0.047619047619047616,1,0.41999999999999993,0.10526315789473684,0.13333333333333333,2,1,0.9333333333333333,5,16,2024-02-28
U159,6,17,5,0.5833333333333334,2024-05-11 16:12:00,2,2,3,0.5714285714285715,2,0.45999999999999996,0.7894736842105263,0.06666666666666667,1,0,0.2833333333333334,3,16,2024-05-11
U193,22,19,6,0.5833333333333334,2024-06-13 14:36:00,1,4,5,0.8809523809523812,0,0.28,0.8421052631578947,0.13333333333333333,0,0,0.7333333333333334,5,14,2024-06-13
U191,10,7,0,0.25,2025-04-19 13:20:00,1,2,3,0.047619047619047616,1,0.72,0.9473684210526316,0.9333333333333333,0,0,0.3166666666666667,3,13,2025-04-19
U135,11,16,0,0.5833333333333334,2024-08-02 17:52:00,2,0,3,0.33333333333333337,1,0.48,0.5789473684210527,0.9333333333333333,2,0,0.04999999999999999,4,17,2024-08-02
U124,2,20,5,0.0,2025-03-31 17:27:00,2,1,4,0.2380952380952381,2,0.94,0.5789473684210527,0.5333333333333333,2,1,0.6499999999999999,2,17,2025-03-31
U101,24,18,6,0.41666666666666663,2024-09-29 10:15:00,0,3,4,0.761904761904762,0,0.40000000000000013,0.9473684210526316,0.06666666666666667,0,1,0.5833333333333333,0,10,2024-09-29
U180,9,14,0,0.16666666666666669,2024-05-21 11:29:00,1,5,3,0.2857142857142857,1,0.98,0.9473684210526316,0.8,1,0,0.7833333333333334,1,11,2024-05-21
U132,12,23,4,0.33333333333333337,2024-11-19 09:17:00,0,5,5,0.2857142857142857,1,0.6400000000000001,0.10526315789473684,0.7333333333333333,0,0,0.5333333333333334,2,9,2024-11-19
U115,21,5,6,0.5833333333333334,2025-04-15 08:14:00,0,5,5,1.0000000000000002,0,0.8600000000000001,0.47368421052631576,0.6,1,0,0.6499999999999999,5,8,2025-04-15
U134,13,11,4,0.41666666666666663,2024-06-30 15:08:00,2,3,5,0.3571428571428572,0,0.3400000000000001,0.42105263157894735,1.0,2,1,0.7166666666666668,2,15,2024-06-30
U186,12,23,4,0.33333333333333337,2025-01-11 12:57:00,1,2,5,0.2857142857142857,1,0.78,0.3684210526315789,0.9333333333333333,2,0,0.39999999999999997,0,12,2025-01-11
U176,1,4,5,0.08333333333333331,2024-06-25 12:54:00,1,5,3,0.16666666666666666,1,0.8400000000000001,0.47368421052631576,0.4,1,1,0.3166666666666667,1,12,2024-06-25
U151,18,3,2,0.8333333333333333,2024-05-31 15:02:00,2,0,3,0.761904761904762,1,0.8400000000000001,0.42105263157894735,0.7333333333333333,1,0,0.06666666666666671,4,15,2024-05-31
U128,13,11,4,0.41666666666666663,2024-08-15 09:29:00,0,4,4,0.3571428571428572,0,0.6200000000000001,1.0,0.06666666666666667,1,1,0.016666666666666663,2,9,2024-08-15
U110,22,19,6,0.5833333333333334,2024-11-28 14:32:00,1,4,3,0.8809523809523812,0,0.8200000000000001,0.05263157894736842,0.7333333333333333,1,1,0.6333333333333333,2,14,2024-11-28
U168,19,21,2,0.9166666666666667,2024-01-24 09:44:00,0,6,4,0.7142857142857144,0,0.9199999999999999,0.05263157894736842,0.6666666666666666,1,1,0.15000000000000002,1,9,2024-01-24
U103,19,21,2,0.9166666666666667,2025-10-08 17:11:00,2,6,4,0.7142857142857144,0,0.48,0.9473684210526316,0.8666666666666667,0,1,0.36666666666666664,2,17,2025-10-08
U169,10,7,0,0.25,2024-01-19 17:06:00,2,0,4,0.047619047619047616,1,0.72,0.3157894736842105,0.6,2,0,0.8500000000000001,0,17,2024-01-19
U159,19,21,2,0.9166666666666667,2025-09-12 15:06:00,2,0,5,0.7142857142857144,0,0.7,0.8421052631578947,0.8666666666666667,2,1,0.45,5,15,2025-09-12
U192,16,12,1,0.5,2025-09-13 15:12:00,2,2,4,0.5238095238095238,2,0.78,0.6842105263157894,0.26666666666666666,0,1,0.38333333333333336,3,15,2025-09-13
U119,13,11,4,0.41666666666666663,2025-05-26 12:08:00,1,1,4,0.3571428571428572,0,0.14000000000000012,0.5789473684210527,0.26666666666666666,0,0,0.6666666666666667,0,12,2025-05-26
U183,22,19,6,0.5833333333333334,2025-01-09 12:15:00,1,4,5,0.8809523809523812,0,0.74,0.10526315789473684,0.4,1,0,0.7166666666666668,2,12,2025-01-09
U192,12,23,4,0.33333333333333337,2024-06-14 14:35:00,1,0,4,0.2857142857142857,1,0.6600000000000001,0.736842105263158,0.7333333333333333,2,1,0.55,2,14,2024-06-14
U190,24,18,6,0.41666666666666663,2024-10-24 17:41:00,2,4,3,0.761904761904762,0,0.6600000000000001,0.5263157894736843,0.26666666666666666,0,1,0.25000000000000006,5,17,2024-10-24
U187,7,2,0,0.0,2025-06-22 16:17:00,2,3,4,0.0,1,0.41999999999999993,0.15789473684210525,0.4666666666666667,2,0,0.21666666666666673,1,16,2025-06-22
U162,6,17,5,0.5833333333333334,2024-04-13 11:16:00,1,2,4,0.5714285714285715,2,0.5,0.2631578947368421,0.4666666666666667,1,0,0.46666666666666673,1,11,2024-04-13
U145,3,1,3,0.33333333333333337,2024-01-29 09:33:00,0,1,3,0.4047619047619049,0,0.40000000000000013,0.894736842105263,0.8666666666666667,1,1,0.4333333333333333,0,9,2024-01-29
U166,19,21,2,0.9166666666666667,2024-11-15 17:11:00,2,0,5,0.7142857142857144,0,0.8600000000000001,0.8421052631578947,0.06666666666666667,1,0,0.10000000000000003,4,17,2024-11-15
U180,9,14,0,0.16666666666666669,2025-05-10 12:45:00,1,2,3,0.2857142857142857,1,0.56,0.10526315789473684,0.3333333333333333,0,0,0.06666666666666671,0,12,2025-05-10
U135,22,19,6,0.5833333333333334,2025-06-25 08:33:00,0,6,4,0.8809523809523812,0,0.6799999999999999,0.21052631578947367,0.8,1,0,0.9833333333333334,2,8,2025-06-25
U126,17,10,1,0.5833333333333334,2024-05-18 11:50:00,1,2,5,0.6428571428571429,0,0.30000000000000004,0.894736842105263,0.4,2,0,0.8166666666666667,1,11,2024-05-18
U161,14,0,4,0.15000000000000002,2024-12-11 17:55:00,2,6,3,0.261904761904762,1,0.41999999999999993,0.9473684210526316,1.0,2,1,0.10000000000000003,0,17,2024-12-11
U193,14,0,4,0.15000000000000002,2025-03-03 13:16:00,1,1,4,0.261904761904762,1,0.56,0.2631578947368421,0.7333333333333333,2,1,0.8333333333333335,1,13,2025-03-03
U193,6,17,5,0.5833333333333334,2025-05-22 17:43:00,2,4,3,0.5714285714285715,2,0.06000000000000005,1.0,0.6,1,1,0.16666666666666669,1,17,2025-05-22
U151,7,2,0,0.0,2024-01-13 09:46:00,0,2,5,0.0,1,0.41999999999999993,0.15789473684210525,0.26666666666666666,2,0,0.45,5,9,2024-01-13
U176,2,20,5,0.0,2024-06-08 08:29:00,0,2,3,0.2380952380952381,2,0.21999999999999997,0.3157894736842105,0.13333333333333333,2,0,0.1833333333333333,1,8,2024-06-08
U121,16,12,1,0.5,2024-12-06 13:21:00,1,0,3,0.5238095238095238,2,0.24,0.42105263157894735,0.3333333333333333,0,0,0.3166666666666667,4,13,2024-12-06
U170,17,10,1,0.5833333333333334,2024-11-02 13:04:00,1,2,4,0.6428571428571429,0,0.56,0.05263157894736842,1.0,1,0,0.2833333333333334,4,13,2024-11-02
U197,2,20,5,0.0,2025-04-29 16:05:00,2,5,5,0.2380952380952381,2,0.24,0.10526315789473684,0.9333333333333333,0,0,0.7833333333333334,4,16,2025-04-29
U194,12,23,4,0.33333333333333337,2024-10-22 08:57:00,0,5,4,0.2857142857142857,1,0.8600000000000001,0.15789473684210525,0.06666666666666667,2,0,0.36666666666666664,3,8,2024-10-22
U137,2,20,5,0.0,2025-03-02 11:33:00,1,3,4,0.2380952380952381,2,0.48,0.5263157894736843,0.4,2,0,0.3,3,11,2025-03-02
U176,5,15,5,0.33333333333333337,2024-02-11 11:34:00,1,3,5,0.5238095238095238,0,0.8,0.9473684210526316,0.26666666666666666,0,1,0.25000000000000006,0,11,2024-02-11
U149,23,6,6,0.6666666666666666,2025-07-01 09:16:00,0,5,5,0.9285714285714286,2,0.43999999999999995,0.5789473684210527,0.5333333333333333,2,0,0.9666666666666668,4,9,2025-07-01
U177,1,4,5,0.08333333333333331,2024-12-26 16:55:00,2,4,5,0.16666666666666666,1,0.78,0.5263157894736843,0.7333333333333333,1,0,0.8833333333333333,4,16,2024-12-26
U106,24,18,6,0.41666666666666663,2024-11-08 11:20:00,1,0,3,0.761904761904762,0,0.43999999999999995,0.9473684210526316,0.8,1,1,0.8166666666666667,0,11,2024-11-08
U138,11,16,0,0.5833333333333334,2024-11-19 11:36:00,1,5,3,0.33333333333333337,1,0.72,0.0,1.0,2,1,0.35000000000000003,1,11,2024-11-19
U157,17,10,1,0.5833333333333334,2024-06-02 12:39:00,1,3,4,0.6428571428571429,0,0.78,0.6842105263157894,0.6,1,0,0.3333333333333333,3,12,2024-06-02
U167,15,22,1,0.41666666666666663,2024-08-01 17:16:00,2,4,5,0.4761904761904763,0,0.8,0.631578947368421,0.6666666666666666,0,1,0.08333333333333337,0,17,2024-08-01
U102,13,11,4,0.41666666666666663,2025-02-25 17:57:00,2,5,3,0.3571428571428572,0,0.1200000000000001,0.42105263157894735,0.0,2,0,0.5833333333333333,0,17,2025-02-25
U186,22,19,6,0.5833333333333334,2025-03-20 17:27:00,2,4,3,0.8809523809523812,0,0.5800000000000001,0.9473684210526316,0.8666666666666667,2,0,0.8166666666666667,0,17,2025-03-20
U165,22,19,6,0.5833333333333334,2024-11-16 12:56:00,1,2,3,0.8809523809523812,0,0.9000000000000001,0.736842105263158,1.0,1,1,0.5166666666666666,3,12,2024-11-16
U194,24,18,6,0.41666666666666663,2025-05-14 11:29:00,1,6,3,0.761904761904762,0,0.7,0.47368421052631576,0.2,2,1,0.9000000000000001,0,11,2025-05-14
U164,10,7,0,0.25,2025-04-27 12:01:00,1,3,3,0.047619047619047616,1,0.28,0.631578947368421,0.9333333333333333,0,0,0.38333333333333336,5,12,2025-04-27
U177,16,12,1,0.5,2025-10-17 13:12:00,1,0,4,0.5238095238095238,2,0.040000000000000036,0.10526315789473684,0.06666666666666667,0,0,0.6833333333333333,5,13,2025-10-17
U162,8,8,0,0.08333333333333331,2024-11-28 08:56:00,0,4,4,0.1904761904761905,1,0.8,0.2631578947368421,0.6,2,0,0.8333333333333335,3,8,2024-11-28
U167,9,14,0,0.16666666666666669,2025-07-04 09:28:00,0,0,3,0.2857142857142857,1,0.96,0.05263157894736842,0.26666666666666666,1,1,0.15000000000000002,0,9,2025-07-04
U130,13,11,4,0.41666666666666663,2024-04-12 15:31:00,2,0,3,0.3571428571428572,0,0.6799999999999999,0.05263157894736842,0.06666666666666667,0,0,0.06666666666666671,1,15,2024-04-12
U167,7,2,0,0.0,2025-05-24 17:12:00,2,2,4,0.0,1,0.3400000000000001,0.10526315789473684,0.4,0,1,0.16666666666666669,3,17,2025-05-24
U138,9,14,0,0.16666666666666669,2024-09-17 16:55:00,2,5,4,0.2857142857142857,1,0.9199999999999999,0.631578947368421,0.6,0,0,0.016666666666666663,5,16,2024-09-17
U197,22,19,6,0.5833333333333334,2025-02-12 13:54:00,1,6,5,0.8809523809523812,0,0.28,0.3157894736842105,0.06666666666666667,1,0,0.8166666666666667,5,13,2025-02-12
U162,5,15,5,0.33333333333333337,2025-08-15 11:08:00,1,0,5,0.5238095238095238,0,0.72,0.10526315789473684,0.7333333333333333,0,0,0.6333333333333333,1,11,2025-08-15
U147,19,21,2,0.9166666666666667,2024-09-15 10:34:00,0,3,4,0.7142857142857144,0,0.6200000000000001,0.21052631578947367,0.2,2,0,0.1166666666666667,0,10,2024-09-15
U166,18,3,2,0.8333333333333333,2025-05-31 11:46:00,1,2,3,0.761904761904762,1,0.15999999999999992,0.21052631578947367,0.4,1,0,0.3,5,11,2025-05-31
U106,3,1,3,0.33333333333333337,2025-05-12 16:17:00,2,1,4,0.4047619047619049,0,0.52,0.21052631578947367,0.6,2,0,0.95,1,16,2025-05-12
U138,11,16,0,0.5833333333333334,2024-01-20 15:50:00,2,2,5,0.33333333333333337,1,0.76,0.21052631578947367,0.0,1,0,0.5166666666666666,5,15,2024-01-20
U162,2,20,5,0.0,2025-01-02 15:30:00,2,4,3,0.2380952380952381,2,0.6000000000000001,0.7894736842105263,0.06666666666666667,1,0,0.6000000000000001,3,15,2025-01-02
U156,16,12,1,0.5,2024-08-30 14:54:00,1,0,3,0.5238095238095238,2,0.0,0.2631578947368421,1.0,2,1,0.6333333333333333,1,14,2024-08-30
U106,19,21,2,0.9166666666666667,2024-04-19 11:47:00,1,0,4,0.7142857142857144,0,0.6799999999999999,0.736842105263158,0.8666666666666667,2,1,0.08333333333333337,3,11,2024-04-19
U123,20,9,2,1.0,2025-04-30 10:15:00,0,6,3,0.8095238095238095,1,0.06000000000000005,0.42105263157894735,0.2,1,0,0.9000000000000001,5,10,2025-04-30
U198,4,13,5,0.5,2025-09-11 10:49:00,0,4,3,0.45238095238095244,2,0.15999999999999992,0.631578947368421,0.5333333333333333,1,1,0.4166666666666667,0,10,2025-09-11
U136,22,19,6,0.5833333333333334,2025-04-18 14:35:00,1,0,5,0.8809523809523812,0,0.08000000000000007,0.894736842105263,0.9333333333333333,0,0,0.16666666666666669,1,14,2025-04-18
U168,14,0,4,0.15000000000000002,2025-10-18 13:14:00,1,2,4,0.261904761904762,1,0.6799999999999999,0.8421052631578947,0.8666666666666667,1,0,0.4166666666666667,3,13,2025-10-18
U182,21,5,6,0.5833333333333334,2024-08-18 08:54:00,0,3,4,1.0000000000000002,0,0.5,0.8421052631578947,0.6,0,0,0.6499999999999999,4,8,2024-08-18
